name,rss_url,domain,category,already_in_docuaction
TV - WFMJ Youngstown,https://www.wfmj.com/feed/,wfmj.com,General,False
TV - WSYX Columbus,https://www.abc6onyourside.com/feed/,abc6onyourside.com,General,False
TV - WCMH Columbus,https://www.nbc4i.com/feed/,nbc4i.com,General,False
TV - WBNS Columbus,https://www.10tv.com/feeds/syndication/rss/news,10tv.com,General,False
TV - WXIX Cincinnati,https://www.fox19.com/feed/,fox19.com,General,False
TV - WCPO Cincinnati,https://www.wcpo.com/rss,wcpo.com,General,False
TV - WKRC Cincinnati,https://local12.com/feed/,local12.com,General,False
TV - WRTV Indianapolis,https://www.theindychannel.com/rss,theindychannel.com,General,False
TV - WISH Indianapolis,https://www.wishtv.com/feed/,wishtv.com,General,False
TV - WXIN Indianapolis,https://fox59.com/feed/,fox59.com,General,False
TV - WNDU South Bend,https://www.wndu.com/rss,wndu.com,General,False
TV - WSBT South Bend,https://www.wsbt.com/feed/,wsbt.com,General,False
TV - WANE Fort Wayne,https://www.wane.com/feed/,wane.com,General,False
TV - WEHT Evansville,https://www.tristatehomepage.com/feed/,tristatehomepage.com,General,False
Radio - WHYY Philadelphia,https://whyy.org/feed/,whyy.org,General,False
Radio - WGBH Boston,https://www.wgbh.org/news/rss,wgbh.org,General,False
Radio - WVXU Cincinnati,https://www.wvxu.org/rss,wvxu.org,General,False
Radio - WCPN Cleveland,https://www.ideastream.org/rss,ideastream.org,General,False
Radio - WMFE Orlando,https://www.wmfe.org/feed/,wmfe.org,General,False
Radio - WLRN Miami,https://www.wlrn.org/rss,wlrn.org,General,False
Radio - WJCT Jacksonville,https://www.wjct.org/feed/,wjct.org,General,False
Radio - WFSU Tallahassee,https://news.wfsu.org/rss,news.wfsu.org,General,False
Radio - WGCU Fort Myers,https://news.wgcu.org/rss,news.wgcu.org,General,False
Radio - WBFO Buffalo,https://www.wbfo.org/feed/,wbfo.org,General,False
Radio - WMHT Albany,https://www.wmht.org/feed/,wmht.org,General,False
Radio - WRVO Syracuse,https://www.wrvo.org/rss,wrvo.org,General,False
Radio - WXXI Rochester,https://www.wxxi.org/rss,wxxi.org,General,False
Radio - WAMC Albany,https://www.wamc.org/rss,wamc.org,General,False
Radio - WUNC Chapel Hill,https://www.wunc.org/rss,wunc.org,General,False
Radio - WFAE Charlotte,https://www.wfae.org/rss,wfae.org,General,False
Radio - WFDD Winston-Salem,https://www.wfdd.org/rss,wfdd.org,General,False
Radio - KPLU Tacoma,https://www.knkx.org/rss,knkx.org,General,False
Radio - KOSU Oklahoma City,https://www.kosu.org/rss,kosu.org,General,False
Radio - KWGS Tulsa,https://www.publicradiotulsa.org/rss,publicradiotulsa.org,General,False
Radio - KUT Austin,https://www.kut.org/rss,kut.org,General,False
Radio - Houston Public Media,https://www.houstonpublicmedia.org/feed/,houstonpublicmedia.org,General,False
Radio - KSTX San Antonio,https://tpr.org/feed/,tpr.org,General,False
Radio - KNAU Flagstaff,https://www.knau.org/rss,knau.org,General,False
Radio - KCRW Santa Monica,https://www.kcrw.com/rss,kcrw.com,General,False
Radio - KVPR Fresno,https://www.kvpr.org/rss,kvpr.org,General,False
Radio - Capital Public Radio,https://www.capradio.org/rss,capradio.org,General,False
Radio - Colorado Public Radio,https://www.cpr.org/feed/,cpr.org,General,False
Radio - KUNC Greeley CO,https://www.kunc.org/rss,kunc.org,General,False
Radio - KRCC Colorado Springs,https://www.krcc.org/rss,krcc.org,General,False
Radio - Nevada Public Radio,https://www.nevadapublicradio.org/rss,nevadapublicradio.org,General,False
Radio - Michigan Radio,https://www.michiganradio.org/rss,michiganradio.org,General,False
Radio - WEMU Ypsilanti MI,https://www.wemu.org/rss,wemu.org,General,False
Radio - WMUK Kalamazoo,https://www.wmuk.org/rss,wmuk.org,General,False
Radio - WGVU Grand Rapids,https://www.wgvu.org/rss,wgvu.org,General,False
Radio - WGTE Toledo,https://www.wgte.org/rss,wgte.org,General,False
Radio - WYSU Youngstown,https://www.wysu.org/rss,wysu.org,General,False
Radio - WKNO Memphis,https://www.wkno.org/rss,wkno.org,General,False
Radio - WUOT Knoxville,https://wuot.org/rss,wuot.org,General,False
Radio - WUTC Chattanooga,https://www.wutc.org/rss,wutc.org,General,False
Radio - Wisconsin Public Radio,https://www.wpr.org/feed/,wpr.org,General,False
Radio - Minnesota Public Radio,https://www.mprnews.org/rss,mprnews.org,General,False
Radio - St Louis Public Radio,https://news.stlpublicradio.org/rss,news.stlpublicradio.org,General,False
Radio - KCPT Kansas City,https://kcpt.org/feed/,kcpt.org,General,False
Radio - KMUW Wichita,https://www.kmuw.org/rss,kmuw.org,General,False
Radio - KVNO Omaha,https://www.kvno.org/rss,kvno.org,General,False
Radio - GPB Georgia,https://www.gpb.org/news/rss,gpb.org,General,False
Radio - WABE Atlanta,https://www.wabe.org/rss,wabe.org,General,False
Radio - South Carolina Public,https://www.southcarolinapublicradio.org/rss,southcarolinapublicradio.org,General,False
Radio - WNCW Spindale NC,https://www.wncw.org/rss,wncw.org,General,False
Radio - VPR Vermont,https://www.vpr.org/rss,vpr.org,General,False
Radio - NHPR Concord,https://www.nhpr.org/rss,nhpr.org,General,False
Radio - Maine Public,https://www.mainepublic.org/rss,mainepublic.org,General,False
Radio - Connecticut Public,https://www.ctpublic.org/rss,ctpublic.org,General,False
Radio - WYPR Baltimore,https://www.wypr.org/rss,wypr.org,General,False
Radio - WITF Harrisburg,https://www.witf.org/rss,witf.org,General,False
Radio - WVIA Scranton,https://www.wvia.org/rss,wvia.org,General,False
Radio - WQED Pittsburgh,https://www.wqed.org/rss,wqed.org,General,False
Radio - Hawaii Public Radio,https://www.hawaiipublicradio.org/rss,hawaiipublicradio.org,General,False
Radio - South Dakota Public,https://www.sdpb.org/rss,sdpb.org,General,False
National - The Dispatch,https://thedispatch.com/feed/,thedispatch.com,General,False
National - The Bulwark,https://www.thebulwark.com/feed/,thebulwark.com,General,False
National - National Review,https://www.nationalreview.com/feed/,nationalreview.com,General,False
National - Washington Examiner,https://www.washingtonexaminer.com/rss,washingtonexaminer.com,General,False
National - Daily Caller,https://dailycaller.com/feed/,dailycaller.com,General,False
National - The Free Press,https://www.thefp.com/feed,thefp.com,General,False
National - Semafor,https://www.semafor.com/feed,semafor.com,General,False
National - Grid News,https://www.grid.news/feed/,grid.news,General,False
National - The 19th News,https://19thnews.org/feed/,19thnews.org,General,False
National - Capital B News,https://capitalbnews.org/feed/,capitalbnews.org,General,False
National - Word in Black,https://wordinblack.com/feed/,wordinblack.com,General,False
National - The Appeal,https://theappeal.org/feed/,theappeal.org,General,False
National - Courthouse News,https://www.courthousenews.com/feed/,courthousenews.com,General,False
National - Rand Corporation,https://www.rand.org/rss/rss_all.xml,rand.org,General,False
National - Urban Institute,https://www.urban.org/rss,urban.org,General,False
National - Next Century Cities,https://nextcenturycities.org/feed/,nextcenturycities.org,General,False
National - Open Tech Institute,https://feed.newamerica.org/oti,feed.newamerica.org,General,False
Biz - Memphis Business Jrnl,https://www.bizjournals.com/memphis/feed/latest/,bizjournals.com,General,False
Biz - Raleigh Business Jrnl,https://www.bizjournals.com/triangle/feed/latest/,bizjournals.com,General,False
Biz - Triad Business Jrnl,https://www.bizjournals.com/triad/feed/latest/,bizjournals.com,General,False
Biz - Birmingham Business Jrnl,https://www.bizjournals.com/birmingham/feed/latest/,bizjournals.com,General,False
Biz - Louisville Business Jrnl,https://www.bizjournals.com/louisville/feed/latest/,bizjournals.com,General,False
Biz - Albany Business Review,https://www.bizjournals.com/albany/feed/latest/,bizjournals.com,General,False
Biz - Buffalo Business Jrnl,https://www.bizjournals.com/buffalo/feed/latest/,bizjournals.com,General,False
Biz - Hartford Business Jrnl,https://www.bizjournals.com/hartford/feed/latest/,bizjournals.com,General,False
Biz - Providence Business News,https://www.bizjournals.com/providence/feed/latest/,bizjournals.com,General,False
Biz - Albuquerque Business Jrnl,https://www.bizjournals.com/albuquerque/feed/latest/,bizjournals.com,General,False
Biz - Phoenix Business Jrnl,https://www.bizjournals.com/phoenix/feed/latest/,bizjournals.com,General,False
Biz - Sacramento Business Jrnl,https://www.bizjournals.com/sacramento/feed/latest/,bizjournals.com,General,False
Biz - SF Bay Area Biz Times,https://www.bizjournals.com/sanfrancisco/feed/latest/,bizjournals.com,General,False
Biz - Silicon Valley Biz Jrnl,https://www.bizjournals.com/sanjose/feed/latest/,bizjournals.com,General,False
Biz - Los Angeles Biz Jrnl,https://www.bizjournals.com/losangeles/feed/latest/,bizjournals.com,General,False
Biz - San Diego Biz Jrnl,https://www.bizjournals.com/sandiego/feed/latest/,bizjournals.com,General,False
Biz - Wichita Biz Jrnl,https://www.bizjournals.com/wichita/feed/latest/,bizjournals.com,General,False
Biz - Oklahoma City Biz Jrnl,https://www.bizjournals.com/oklahomacity/feed/latest/,bizjournals.com,General,False
Biz - Tulsa Biz Jrnl,https://www.bizjournals.com/tulsa/feed/latest/,bizjournals.com,General,False
Biz - Omaha Biz Jrnl,https://www.bizjournals.com/omaha/feed/latest/,bizjournals.com,General,False
Biz - Des Moines Biz Jrnl,https://www.bizjournals.com/desmoines/feed/latest/,bizjournals.com,General,False
Biz - Dayton Biz Jrnl,https://www.bizjournals.com/dayton/feed/latest/,bizjournals.com,General,False
Biz - Honolulu Biz Jrnl,https://www.bizjournals.com/pacific/feed/latest/,bizjournals.com,General,False
Biz - Boise Biz Jrnl,https://www.bizjournals.com/boise/feed/latest/,bizjournals.com,General,False
Biz - Spokane Biz Jrnl,https://www.bizjournals.com/spokane/feed/latest/,bizjournals.com,General,False
Google News - FCC General,https://news.google.com/rss/search?q=FCC+federal+communications+commission&hl=en-US&gl=US&ceid=US:en,news.google.com,General,True
Space Policy Institute,https://spacepolicy.gwu.edu/feed/,spacepolicy.gwu.edu,General,False
Payload Space,https://payloadspace.com/feed/,payloadspace.com,General,False
Space Intel Report,https://www.spaceintelreport.com/feed/,spaceintelreport.com,General,False
NASASpaceFlight,https://www.nasaspaceflight.com/feed/,nasaspaceflight.com,General,False
Ars Technica Space,https://arstechnica.com/space/feed/,arstechnica.com,General,False
The Verge Space,https://www.theverge.com/rss/space/index.xml,theverge.com,General,True
SpaceflightNow,https://spaceflightnow.com/feed/,spaceflightnow.com,General,False
SpaceRef,https://spaceref.com/feed/,spaceref.com,General,False
Teslarati Space,https://www.teslarati.com/feed/,teslarati.com,General,False
SatelliteObservation,https://www.satobs.org/rss.xml,satobs.org,General,False
Defense News Space,https://www.defensenews.com/rss/space/,defensenews.com,General,False
C4ISRNET Space,https://www.c4isrnet.com/rss/space/,c4isrnet.com,General,False
CISA Alerts,https://www.cisa.gov/uscert/ncas/alerts.xml,cisa.gov,Cybersecurity,False
CISA News,https://www.cisa.gov/news.xml,cisa.gov,Cybersecurity,False
SecurityWeek,https://feeds.feedburner.com/securityweek,feeds.feedburner.com,Cybersecurity,False
APCO International,https://www.apcointl.org/feed/,apcointl.org,Cybersecurity,False
NENA 911,https://www.nena.org/feed/,nena.org,Cybersecurity,False
Police1 911 Tech,https://www.police1.com/rss/topics/911-technology/,police1.com,Cybersecurity,False
Urgent Communications,https://urgentcomm.com/feed/,urgentcomm.com,Cybersecurity,False
Broadcast Law Blog,https://www.broadcastlawblog.com/feed/,broadcastlawblog.com,Cybersecurity,False
CommLaw Blog,https://www.commlawblog.com/feed/,commlawblog.com,Cybersecurity,True
FierceVideo,https://www.fiercevideo.com/rss/xml,fiercevideo.com,Cybersecurity,False
Communications Daily,https://www.communicationsdaily.com/rss,communicationsdaily.com,Cybersecurity,False
Inside Radio,https://www.insideradio.com/feed/,insideradio.com,Cybersecurity,False
Law360 Telecom,https://www.law360.com/telecom/rss,law360.com,Cybersecurity,False
Skadden Telecom Blog,https://www.skadden.com/insights/rss,skadden.com,Cybersecurity,False
Wiley Telecom,https://www.wileyrein.com/rss/,wileyrein.com,Cybersecurity,False
Covington Telecom,https://www.cov.com/en/rss,cov.com,Cybersecurity,False
FTI Consulting Telecom,https://www.fticonsulting.com/insights/rss,fticonsulting.com,Cybersecurity,False
FTC News,https://www.ftc.gov/rss.xml,ftc.gov,Cybersecurity,True
DOJ Antitrust,https://www.justice.gov/rss/atr.xml,justice.gov,Cybersecurity,False
New America OTI,https://www.newamerica.org/feed/,newamerica.org,Cybersecurity,False
Georgetown Law Tech,https://www.georgetownlawtechreview.org/feed/,georgetownlawtechreview.org,Cybersecurity,False
TheGrio Media,https://thegrio.com/feed/,thegrio.com,Cybersecurity,False
Mediaite,https://www.mediaite.com/feed/,mediaite.com,Cybersecurity,True
The Daily Beast Media,https://feeds.thedailybeast.com/rss/articles/media,feeds.thedailybeast.com,Cybersecurity,False
NY Post Media,https://nypost.com/media/feed/,nypost.com,Cybersecurity,False
Washington Examiner Media,https://www.washingtonexaminer.com/tag/media/rss,washingtonexaminer.com,Cybersecurity,False
Wall Street Journal - Tech,https://wsj.com/xml/rss/3_7455.xml,wsj.com,General,False
Wall Street Journal - US News,https://wsj.com/xml/rss/3_7085.xml,wsj.com,General,False
Wall Street Journal - Markets,https://feeds.a.dj.com/rss/RSSMarketsMain.xml,feeds.a.dj.com,General,True
Wall Street Journal - Politics,https://wsj.com/xml/rss/3_7036.xml,wsj.com,General,False
BuzzFeed News,https://www.buzzfeed.com/index.xml,buzzfeed.com,General,False
BuzzFeed Tech,https://www.buzzfeed.com/tech.xml,buzzfeed.com,General,False
Motherboard Vice Tech,https://www.vice.com/en/rss,vice.com,General,False
Consumer Reports,https://www.consumerreports.org/media-room/feed/,consumerreports.org,General,False
CFPB News,https://www.consumerfinance.gov/about-us/newsroom/feed/,consumerfinance.gov,General,False
CFPB Blog,https://www.consumerfinance.gov/about-us/blog/feed/,consumerfinance.gov,General,False
FEMA News,https://www.fema.gov/rss/news-releases.rss,fema.gov,General,False
FEMA Alerts,https://www.fema.gov/rss/alerts.rss,fema.gov,General,False
NWS News,https://www.weather.gov/rss/news.php,weather.gov,General,False
NOAA News,https://www.noaa.gov/news-features/rss,noaa.gov,General,False
